Bidder,ClickRate
43b96c51-f835-4004-a482-183291910268,  0.0
9f9893bd-5eb5-4e79-9e85-48f3b6e33375,0.00339631480324797
2aa7a8f8-03dc-4ba8-a149-18e22fea1de0,0.12413793103448276
6b711568-4cfa-43fd-850a-866107f99b1c,  0.0
0e572b2d-4b06-4e93-9244-28d3cbe1d53e,0.008333333333333333
539f31e9-7aeb-4777-8a6f-d39b8f8571e1,0.005616005616005616
a951e618-f7d3-4e00-bec2-fe98142ed243,  0.0
3a100534-7b8b-4536-9e35-73b4ae6b2a59,0.008043310131477185
68174ae2-58b2-485c-a89f-6905b3a47234,0.020390824129141887
1f4e68fd-dd02-4c06-8ce7-70db01a98e57,0.07194244604316546
2979fdb3-a108-434c-9547-940c37e671f0,0.01631556086437181
d29c17f2-145e-4b77-9ed5-baea3039ca0c,  0.0
cde10767-16ca-48e4-8ba7-4622d50aafba,0.017693715680292862
b4f89140-1764-4d50-889e-95aae2ed8403,  0.0
0a058a6e-ea07-498d-a2fd-09db68f16b4f,  0.0
7eeaf08d-d2e9-4fce-88ad-73940a185323,0.0023837902264600714
bd7cb8ad-5fe2-45b7-a3a9-b927788a0131,  0.0
327b7d84-2646-4818-a1ee-a45a2e7d716c,  0.0
ce3c50af-384b-48a9-91e0-f5bc70fe559d,  0.0
16f17cbd-0dd3-4785-ba48-b249eab8c032,0.0059665871121718375
